"","display_title","mpaa_rating","critics_pick","byline","headline","summary_short","publication_date","opening_date","date_updated","link.type","link.url","link.suggested_link_text","multimedia.type","multimedia.src","multimedia.width","multimedia.height","Body"
"8000","American Assassin","R",0,"A.O. SCOTT","Review: Hey, Jack Reacher and Jason Bourne. Room for One More?","“American Assassin,” the first adaptation of a series of thrillers, stars Dylan O’Brien as a rogue C.I.A. killer and Michael Keaton as grizzled mentor.","2017-09-14","2017-09-15","2017-11-02 04:18:28",article,http://www.nytimes.com/2017/09/14/movies/american-assassin-review-michael-keaton.html,Read the New York Times Review of American Assassin,mediumThreeByTwo210,https://static01.nyt.com/images/2017/09/15/arts/15amassass/15amassass2-mediumThreeByTwo210.jpg,210,140,"With “American Assassin,” Mitch Rapp, a self-taught killer who works with — but not always officially for — the C.I.A., seeks to join Jason Bourne and Jack Reacher in the rarefied company of movie-franchise heroes who did not originate in comics or children’s books.Rapp, played by Dylan O’Brien (who has the bearing, manner and vocal inflections of a bantam Mark Wahlberg), is young, but not really a fresh face. We know his type pretty well. He possesses all the necessary skills but lacks the discipline that his employers supposedly demand. Conventional wisdom in his profession says that it’s never personal, but for a guy like Rapp it’s always personal. He may have a job to do, but he is also driven by longstanding grudges and unsettled scores. I’m not saying he’s a cliché, but at the end of the day, it is what it is.ImageMichael Keaton plays the “grizzled veteran” Stan Hurley.CreditChristian Black/LionsgateThe movie, directed by Michael Cuesta from a script by a team of blue-chip writers (Stephen Schiff and Michael Finch are credited, along with Edward Zwick and Marshall Herskovitz), shows more skill than personality. There are fights and chases, punctuated by tense meetings and bouts of intense laptop and cellphone use. We hop from one camera-friendly hot spot to another before settling in Rome for the final round of fights and chases.Since this is in effect an origin story, a certain amount of time needs to be spent on explaining how Rapp arrived at his vocation and showing how he was trained in it. The explaining is perfunctory: Terrorists killed his fiancée on a beach in Ibiza the day he proposed to her. The training is more elaborate, since it involves Michael Keaton.Twenty-five years post-“Batman,” Mr. Keaton has re-emerged as the go-to wise, grizzled veteran of whatever you need him to be a wise, grizzled veteran of: car racing (“Need for Speed”); the newspaper business (“Spotlight”); Hollywood itself (“Birdman”). Here he plays Stan Hurley, who is putting together a top-secret black-ops program called Orion. Mitch, who had been planning a freelance revenge on his girl’s killer, has been recruited by the deputy C.I.A. director, Irene Kennedy (Sanaa Lathan), who sees a perfect fit between the young hothead and the grizzled veteran.She’s not wrong. There is some first-rate hardass mentoring from Hurley and some spirited defiance from Rapp against a backdrop of rogue Iranian nuclear shenanigans. There are also some perhaps not-fully-professional glances exchanged between Rapp and Annika (Shiva Negar), a colleague with a shadowy back story. In a Ludlumesque switcheroo, the geopolitical tensions are a bit of a red herring. The real enemy is a fellow known as Ghost (Taylor Kitsch), whose mentor Hurley used to be.It is personal, then. It’s also decent fun, in the leathery, businesslike, self-satisfied manner of this kind of movie, which soothes the hurt places in the male ego with sentiment strategically disguised as toughness. So far there are 16 Mitch Rapp novels in print — the series, begun by Vince Flynn, has been kept going by Kyle Mills after Mr. Flynn’s death — and therefore plenty more of this kind of work to be done."
"8019","Wetlands","",0,"ANDY WEBSTER","Review: ‘Wetlands,’ an Excursion to Noir on the Jersey Shore","This crime drama, the first feature from Emanuele Della Valle, offers atmosphere and performances that almost surmount its plot contrivances.","2017-09-14","0000-00-00","2017-11-02 04:16:45",article,http://www.nytimes.com/2017/09/14/movies/wetlands-review.html,Read the New York Times Review of Wetlands,mediumThreeByTwo210,https://static01.nyt.com/images/2017/09/15/arts/15wetlands/15wetlands-mediumThreeByTwo210-v2.jpg,210,140,"The moody ambience of the beachside noir “Wetlands” is almost enough to make you want to plan an off-season visit to Atlantic City, near where it is set, or to believe the film’s dramatic devices and occasionally arch dialogue. And yet, for some, its atmosphere and intriguing performances will prove worthy of the outing.Babel Johnson (Adewale Akinnuoye-Agbaje), called Babs, is a former Philadelphia cop who had a drug problem. Now clean, he is living in New Jersey, dealing with corrupt police brass and getting a new partner, Paddy Sheehan (Christopher McDonald), an affable gambling addict whose wife (Jennifer Ehle), a TV news anchor, strikes sexual sparks with Babs.But Babs is mainly on a mission to regain the trust of his ex, Savannah (Heather Graham), and daughter, Amy (Celeste O’Connor), who want no part of him. Savannah cavorts in seedy bars with Surfer Girl (Reyna de Courcy), a drug runner skimming goods that she hopes will buy her a new life in Hawaii. When Surfer Girl runs afoul of her suppliers, events take a homicidal turn as a coastal hurricane brews.As the haunted Babs, Mr. Akinnuoye-Agbaje has an imposing physicality and understated nobility, while Ms. Graham fleshes out the resolute if underwritten Savannah. (Ms. Graham keeps improving, and her role lends a welcome grit to her fresh-scrubbed image.) And Barry Markowitz’s cinematography nicely captures a desolate outpost of sea and sin. But as cinematic excursions go, “Wetlands,” the feature debut of its writer-director, Emanuele Della Valle, is more deserving of a day trip than a long-term stay."
"8020","In Search of Fellini","R",0,"MONICA CASTILLO","Review: Love of Il Maestro Drives ‘In Search of Fellini’","A sheltered young woman enamored of the films of the famous director sets off to Italy to meet him.","2017-09-14","2017-09-15","2017-11-02 04:18:28",article,http://www.nytimes.com/2017/09/14/movies/in-search-of-fellini-review.html,Read the New York Times Review of In Search of Fellini,mediumThreeByTwo210,https://static01.nyt.com/images/2017/09/15/arts/15fellini2/15fellini2-mediumThreeByTwo210.jpg,210,140,"Nancy Cartwright, the voice of Bart Simpson on the long-running animated television series, has made her first movie as a screenwriter and producer, a charming drama about the love of movies and youthful passion. “In Search of Fellini” reimagines a whirlwind adventure Ms. Cartwright once had to try to meet the Italian director Federico Fellini. With the help of her longtime collaborator and co-writer, Peter Kjenaas, and the first-time director Taron Lexton, Ms. Cartwright creates a Felliniesque fantasy of her own.In the movie, Lucy (Ksenia Solo) is a sheltered 20-year-old who inherited her mother’s idealistic view of romance and appreciation of feel-good movies. After her mother (Maria Bello) falls ill, Lucy finds solace at a festival of Fellini films and discovers movies with dark endings and sexual scenes that she had never seen before. She resolves to find the man of her cinematic dreams in Italy.Lucy, whose wide-eyed naïveté is modeled after Giulietta Masina’s character in “La Strada,” isn’t the only reference to Fellini’s movies. “In Search of Fellini” is overflowing with characters, locations and visual cues to the director’s classics, like “La Dolce Vita,” “8 ½” and “Nights of Cabiria.” Fans who refer to Fellini as Il Maestro may delight in these references, but several cues and cameos are followed by a scene or poster of the cited movie, so as not to exclude the rest of the audience.Fellini used nostalgia to point out something about ourselves; Mr. Lexton uses it to remind us of Fellini’s films. The movie can shift unevenly from effusive love letter to travel lust to sentimental moment, but that doesn’t break the fantasy."
"8039","Manolo: The Boy Who Made Shoes for Lizards","",0,"JON CARAMANICA","Review: Watch Manolo Blahnik Make Famous Friends — and Shoes","A new documentary about the famed designer could use more of the shoes for which he’s renowned.","2017-09-14","2017-09-15","2017-11-02 04:18:28",article,http://www.nytimes.com/2017/09/14/movies/manolo-blahnik-documentary-review.html,Read the New York Times Review of Manolo: The Boy Who Made Shoes for Lizards,mediumThreeByTwo210,https://static01.nyt.com/images/2017/09/15/arts/15manolo/15manolo-mediumThreeByTwo210.jpg,210,140,"The most potent, and poignant, tribute in the sweet back-scratch of a documentary “Manolo: The Boy Who Made Shoes for Lizards” is that Anna Wintour lets you see her eyes.Normally, that fearsome Vogue editor wears sunglasses — in the front row of fashion shows; when she was made a dame earlier this year. But for Manolo Blahnik, maker of some of the most sublime women’s footwear of the past four decades, she drops the lenses and lets her eyes, and feelings, show.Mr. Blahnik inspires this warmth by dint of his shoes and also his character, which is eccentrically patrician, starry eyed, elegant. (He wears the hell out of a lilac suit.) He’s a man who describes wisteria — the word, but presumably also the plant — as “so Olympic, it’s so hedonistic in a way.”But this film, directed by the fashion writer and editor Michael Roberts, doesn’t aspire beyond embrace. It rushes through Mr. Blahnik’s biography, dwelling on pop-culture moments and blandly ecstatic celebrity testimonials (not counting the uproarious André Leon Talley, who insists Mr. Blahnik is “up there with Baudelaire”). It also leans heavily at times on recreated footage of Mr. Blahnik’s childhood, as well as on a bizarre scene imagining a 1930s African society party in which a white woman emerges from a gorilla costume.There is little accounting of his inner life, or for that matter of his creative gifts, which are quite exquisite. And though there are some cleverly conceived but blindingly lighted scenes of Blahnik shoes in nature, or nestled amid sculpture or architecture, there is nothing systematic to the way the shoes are discussed or filmed. In a scene puzzlingly late in the film, Mr. Blahnik, who apparently still makes samples by hand, walks through his factory and finesses a sensuous heel out of a stump of wood. More of that would have made this confection about a radiant man into something sturdier."
"8040","Strong Island","",0,"KEN JAWOROWSKI","Review: ‘Strong Island’ Explores a Killing and Its Aftermath","The documentary looks at William Ford Jr., an unarmed black man who was killed by a white man who was never charged.","2017-09-14","2017-09-15","2017-11-02 04:18:28",article,http://www.nytimes.com/2017/09/14/movies/strong-island-review.html,Read the New York Times Review of Strong Island,mediumThreeByTwo210,https://static01.nyt.com/images/2017/09/15/multimedia/15strongisland/15strongisland-mediumThreeByTwo210-v2.jpg,210,140,"William Ford Jr. was shot and killed on April 7, 1992, an incident at the center of the documentary “Strong Island.” Something deep inside his family also died that night, and Yance Ford, one of William’s siblings and the film’s director, explores that loss, exposing a grief that is profound and agonizing.William, an unarmed, black 24-year-old teacher, was slain by Mark Reilly, a 19-year-old white man who was working at an auto body shop on Long Island. Mr. Ford had gone there after a dispute over a repair and confronted Mr. Reilly about an insult that was said to have been made earlier to Mr. Ford’s mother. A grand jury declined to indict Mr. Reilly, a decision that staggered Mr. Ford’s loved ones.Though questions of race and justice are raised, Yance Ford more often examines how he and the rest of his middle-class family dealt, or refused to deal, with the tragedy. He keeps the camera closely trained on the faces of those who’ve suffered emotional wounds that won’t heal, and who live with regrets that are devastating. That includes himself.The effect is intense and elegiac, even as the pace veers toward the overly deliberate, and as Mr. Reilly and some essential witnesses aren’t interviewed or approached by the filmmaker; no explanation for this omission is given.Were “Strong Island” a strict procedural, that exclusion would be more glaring. Yet this potent film gives equal weight to complex emotions as well as bare facts. In the same way, it’s not just the story of a man’s death, but also a study of the aftermath."
"8059","Alina","",0,"BEN KENIGSBERG","Review: ‘Alina’ Is the Work of an Indie Film Veteran, New at Directing","Ben Barenholtz kick-started the career of David Lynch. But his first fiction feature shows he has not mastered directing.","2017-09-14","2017-09-15","2017-11-02 04:18:28",article,http://www.nytimes.com/2017/09/14/movies/alina-review.html,Read the New York Times Review of Alina,mediumThreeByTwo210,https://static01.nyt.com/images/2017/09/15/arts/15alina2/15alina2-mediumThreeByTwo210.jpg,210,140,"Ben Barenholtz has been a film distributor, exhibitor and producer, who has influenced the careers of David Lynch, John Sayles and Joel and Ethan Coen. He has even been credited with inventing the concept of the midnight movie at Chelsea’s long-gone Elgin Theater, which he ran. Alas, the self-financed “Alina,” his first fiction feature as a director, looks like the work of someone just starting out.This fish-out-of-water story goes to predictable places in unconvincing ways. Alina (Darya Ekamasova), a Russian with a passion for photography, travels to New York seeking her father, whom she’s never met. (Not wanting to alarm her mother, she pretends she’s going to Cuba.)Alina soon discovers the city is full of sharks. She moves in with an old friend (Anna Vlads) and her two roommates, not realizing that when they bring her to a party, they expect her to have sex with the rich hosts. When she goes to work for a nightclub owner (Grisha Reydler) who has helped with her search, she is slow to realize that the job involves more than serving champagne.Although the internet and cellphones exist in the movie, there’s a dated quality to the premise. Even if Alina’s only clue is an old photograph of a man who may be her father, tracking down the owners of the building in the photo — which has a visible address — seems like a task for search engines. And if you were to go the route of simply finding someone who knows someone, repeatedly, as Alina does, it would probably involve less coincidence."
"8060","The Wilde Wedding","R",0,"JEANNETTE CATSOULIS","Review: Fifth Time’s Not the Charm in This ‘Wilde Wedding’","This soulless remarriage comedy is mystifyingly seeded with acting heavyweights.","2017-09-14","0000-00-00","2017-11-02 04:16:45",article,http://www.nytimes.com/2017/09/14/movies/the-wilde-wedding-review-glenn-close.html,Read the New York Times Review of The Wilde Wedding,mediumThreeByTwo210,https://static01.nyt.com/images/2017/09/15/arts/15wildewedding-2/15wildewedding-2-mediumThreeByTwo210.jpg,210,140,"“I’ve done some stupid things in my life,” says Laurence Darling (John Malkovich), a stage actor, at one point in “The Wilde Wedding.” It’s a line that Mr. Malkovich might easily filch to excuse his participation in this execrable remarriage comedy, one that’s mystifyingly seeded with acting heavyweights. Maybe the writer and director, Damian Harris, has a dossier.The wedding in question is the fifth try for Eve Wilde (Glenn Close, looking bored to the point of embalmed), an over-the-hill film star and Laurence’s ex-wife. Her latest intended is a writer named Harold (Patrick Stewart, mugging beneath a horrendously permed wig), and he and several generations of the couple’s families and hangers-on have convened at Eve’s lavish New York estate for the nuptials. Sex and drugs and formulaic frolicking ensue.With too many characters to keep track of, never mind care about, the viewer is reduced to counting the movie’s many irritants. There’s the virtually nonstop, banal music; the bleating narration of a family member (Grace Van Patten), who’s making a documentary; the inane dialogue (“Love is in the air!”). While Harold gets it on with a woman seemingly young enough to have missed the fall of the Berlin Wall (in one of the film’s more distasteful digressions), Laurence — all head-to-toe cream and fey wrist-flicking — is such a parody he belongs in a mockumentary about classical actors.The soullessness of the enterprise is staggering. Making clichéd, cynical gestures toward romance, Mr. Harris (whose last feature was almost a decade ago) tortured me for a full 96 minutes. You’re welcome."
"8079","Indivisible","",1,"JEANNETTE CATSOULIS","Review: What Happens When Conjoined Sisters Have Divergent Desires?","In Edoardo De Angelis’s ‘Indivisible,’ Italian twins, their bodies joined, try to go their separate ways.","2017-09-13",NA,"2017-11-02 04:16:44",article,http://www.nytimes.com/2017/09/13/movies/indivisible-review.html,Read the New York Times Review of Indivisible,mediumThreeByTwo210,https://static01.nyt.com/images/2017/09/15/arts/15indivisible1/15indivisible1-mediumThreeByTwo210-v3.jpg,210,140,"Shot with a dreamy fabulism that merges the gorgeous and the grotesque, “Indivisible,” the third feature from Edoardo De Angelis, draws on a rich vein of Italian cinematic history to deliver an adventurous ode to freedom and sisterhood.In a pestilent suburb of Naples, the conjoined twins Viola and Daisy (Angela and Marianna Fontana), on the verge of 18, live with their grasping parents and support the family by singing at weddings and first holy communions. Part novelty act and part religious totem, the sisters — beautiful to look at and heavenly to listen to — are a perceived miracle that everyone wants to touch, their bodies constantly violated by the sick and the searching.Yet even before a doctor offers to separate them, the sisters are pulling apart, their diverging desires expressed in a delicate vocabulary of gestures and glances. The performances of the young actors who play them (actual twins, though not conjoined) are the real miracles here, each one creating a distinct personality. A scene where Daisy is being seduced by a lizardlike agent (Gaetano Bruno) while Viola cringes in disgust is as funny as it is horrifying.Sensitively and with subtle switches in tone, Nicola Guaglianone’s screenplay builds flesh, faith and family into a multi-walled prison. Catchy songs and a moody, woodwind-heavy score by Enzo Avitabile enrich a setting steeped in poverty, corruption and a perverse Catholicism. In this near-Gothic environment, even the heavy skies, trash-strewn beaches and weary roadside prostitutes seem appealingly strange and more than a little magical.“I’ve tried to balance attraction and repulsion in each frame I have built for the film,” the director says in the press notes. I would say he has more than succeeded."
"8080","The Future Perfect","",1,"GLENN KENNY","Review: ‘The Future Perfect’ Gives Voice to a Newcomer in Argentina","A young Chinese immigrant in Buenos Aires picks up more than grammar when she learns Spanish.","2017-09-13",NA,"2017-11-02 04:16:45",article,http://www.nytimes.com/2017/09/13/movies/the-future-perfect-review.html,Read the New York Times Review of The Future Perfect,mediumThreeByTwo210,https://static01.nyt.com/images/2017/09/15/arts/15futureperfect/15futureperfect-mediumThreeByTwo210.jpg,210,140,"This quiet, modestly-scaled character study, the first fiction feature from the Argentine director Nele Wohlatz, depicts the immigration experience through the process of mastering a language, and gaining the confidence that comes with it.In “The Future Perfect,” which Wohlatz helped write, the heroine, Xiaobin (Xiaobin Zhang), moves from China to Buenos Aires at age 18, to meet the parents she’s never known. They immigrated shortly after she was born to establish a new life.Not knowing Spanish, she’s fired almost immediately from her first job at an Asian-run deli.Her story unfolds in an unusual way: Much of the movie is set in her Spanish classes, where she is a quick learner and dedicated student. Outside of class, she meets a young Indian man, Vijay, who is more assimilated in terms of language skills but who still assumes the male privileges of his native culture. He’s eager to pursue a romantic relationship. Xiaobin, who adopts the Western name Beatriz, is taken with him but is concerned that she knows little about him and worries about how her parents might respond to her dating a non-Chinese man.When she learns the conditional tense in Spanish, the movie takes off, depicting her speculations on what could happen. Here the movie is resourcefully clever without showing off about it; for instance, depicting Beatriz’s possible future self dressed a little more stylishly than in reality. There is gentle comedy here, and a real rooting interest deriving from Ms. Zhang’s committed, never-a-false-note performance. The film’s unusual perspective makes it a distinctive and potentially enriching experience."
"8099","First They Killed My Father: A Daughter of Cambodia Remembers","",0,"BEN KENIGSBERG","Review: In Angelina Jolie’s New Movie, a Child’s-Eye View of War","“First They Killed My Father” depicts life under the Khmer Rouge in a film taken from Loung Ung’s memoir.","2017-09-13","2017-09-15","2017-11-02 04:18:28",article,http://www.nytimes.com/2017/09/13/movies/first-they-killed-my-father-review-angelina-jolie.html,Read the New York Times Review of First They Killed My Father: A Daughter of Cambodia Remembers,mediumThreeByTwo210,https://static01.nyt.com/images/2017/09/15/arts/15firstthey-web2/15firstthey-web2-mediumThreeByTwo210.jpg,210,140,"Angelina Jolie’s celebrity makes her artistic ambitions easy to mock, but with “First They Killed My Father,” opening Friday at the same time that it begins streaming on Netflix, she proves she’s worth reckoning with as a director — for reasons good and bad. She has made an engrossing, dynamically shot movie that moves with real fluidity and complexity. Yet she also succumbs to familiar ideological pitfalls. The standard complaints about cultural appropriation, point of view and the ethics of aestheticizing war all apply.The movie’s source is Loung Ung’s 2000 memoir of her childhood under the Khmer Rouge, which captured Phnom Penh when she was 5 and ruled Cambodia from 1975 to 1979. Ms. Jolie announces her respect for the material almost immediately by putting the titles in Khmer as well as in English, only to undercut that gesture with a slick, scene-setting montage, glibly scored to the Rolling Stones’ “Sympathy for the Devil.” The sequence juxtaposes footage of Richard Nixon, Henry Kissinger and others with imagery of the United States’ bombing raids in Cambodia.Still, the stab at an energetic overture isn’t totally unwelcome, since the previous war movies Ms. Jolie directed — “In the Land of Blood and Honey” (2011) and “Unbroken” (2014) — were both earnest slogs. “First They Killed My Father” is never that.VideoAngelina Jolie narrates a scene from her film.Published OnSept. 13, 2017CreditCreditNetflixThe story proper begins in Phnom Penh, where the young Loung (Sreymoch Sareum) lives comfortably with her middle-class family, which is loyal to the outgoing government. Her father (Kompheak Phoeung) is a captain in the military police. A moment in which Loung reaches for the sky, trying to touch a helicopter overhead, recalls Steven Spielberg’s “Empire of the Sun,” a movie that, with its child’s-eye view of war as a time of horror and wonder, might well have served as a template.The screenplay — Ms. Jolie and Ms. Ung are credited as a writing team — manages the tricky task of providing enough information to push the film along while only rarely straying beyond what a child might comprehend. Loung soon discovers that she and her family, with whom she’s been forced to evacuate the capital, won’t be returning home after the promised three days. She learns that she will work in service of Angkar (the name for the Khmer Rouge leadership); surrender personal property (foreign goods, in particular, are seen as symbols of an imperialist agenda); and be separated piecemeal from her parents and siblings.Ms. Jolie sparked an outcry for a casting process that, as recounted in a Vanity Fair interview, struck many as exploitative. The article said that Ms. Jolie was looking for children who had experienced hardship, and that for the lead role, the casting directors created a game in which children would steal money off a table and then lie when caught. (Ms. Jolie said her quotations were taken out of context; Vanity Fair stood by the story.) Whatever her process, she has found an expressive star in Ms. Sareum, who carries much of the film without words.Whether the movie’s perspective is truly Loung’s is another matter. Ms. Jolie, working with the cinematographer Anthony Dod Mantle, shoots the character’s dream sequences in garish, supersaturated colors. The elaborate Steadicam shots and pervasive images of light streaming through foliage seem incongruously punch-drunk for a film that concerns mass starvation and death. Even a moment in which children training to fight stand completely still in a murky river during a downpour seems conceived more for its compositional possibilities than dramatic effect. Viewers familiar with the work of one of the producers, Rithy Panh, a director who has made movies about his own youth under the Khmer Rouge (including “The Missing Picture”), may find the rampant prettification poorly considered.The most simultaneously stunning and appalling shot shows a high-angle view of Loung treading carefully through a mine-strewn forest as another woman runs through it — only to step on a mine and be killed. The moment captures everything that’s right and wrong with “First They Killed My Father”: It is gorgeous and suspenseful, and it rushes heedlessly into dangerous terrain."
"8100","Mother!","R",0,"A.O. SCOTT","Review: ‘Mother!’ Is a Divine Comedy, Dressed as a Psychological Thriller","Jennifer Lawrence and Javier Bardem portray a couple in Darren Aronofsky’s film, a religious allegory with visual wit and dexterous camera work.","2017-09-13","2017-09-15","2017-11-02 04:18:28",article,http://www.nytimes.com/2017/09/13/movies/mother-review-jennifer-lawrence-darren-aronofsky.html,Read the New York Times Review of Mother!,mediumThreeByTwo210,https://static01.nyt.com/images/2017/09/15/arts/15MOTHERWEBP/15MOTHERWEBP-mediumThreeByTwo210.jpg,210,140,"The couple live in a grand, oddly-shaped Victorian house in the middle of a tree-ringed meadow — less a McMansion than a perennial fixer-upper. The work of home improvement, of literal homemaking, you might say, falls to the young wife. Her husband, who has been around longer than she has, is absorbed in his work. He’s a poet, and the torment of creation distracts him from her needs, at times rendering him all but oblivious to her presence. Neither partner is given a name. They are played by Jennifer Lawrence and Javier Bardem. The movie is called “Mother!” The first line of dialogue is “Baby?”The missus walks around in her nightgown, lonely and confused, especially when her hubby starts bringing home guests. “Who are these people?” she asks him. She never receives an adequate answer — they are big fans of the poet’s work, though — and for a while her bewilderment is ours as well. But we, at least, are in a position to analyze the abundantly available clues and figure out who everybody is, the poet and his lady included. Or if not quite who they are, then at least what they represent. Because though this extravagant conversation piece of a movie, written and directed by Darren Aronofsky, feints toward psychological thriller territory and spends a delicious half-hour or so in the realm of domestic farce, it plants its flag defiantly on the wind-swept peak of religious (and ecological) allegory.I don’t mean this in the vague, Superman-is-really-a-messiah-figure term paper sense of the word. At a certain point — it will vary according to your Sunday school attendance or what you remember from freshman English — you will find yourself in possession of the key to the analogical storage room where the Real Meaning resides. Up until that point, you might have thought this was a marital melodrama set in a nightmarish version of a ’50s academic marriage. When Ed Harris and Michelle Pfeiffer show up, you might mistake “Mother!” for a savage, scrambled “Who’s Afraid of Virginia Woolf?” adaptation. But then, sometime between the first violent death and the collapse of the kitchen sink, you realize that something else is going on.Here I must confess a different kind of puzzlement. Is there such a thing as interpretive spoiler? Is it wrong to reveal a movie’s conceit, rather than elements of its story? Ordinarily, such questions would be absurd, but Mr. Aronofsky ingeniously braids his movie’s hermeneutic structure into its plot, making it hard to say what it’s about without revealing what happens. All of the suspense and most of the fun in “Mother!” — and don’t listen to anyone who natters on about how intense or disturbing it is; it’s a hoot! — has to do with the elaboration and execution of a central idea.Once you grasp that idea, you are left wondering just how far Mr. Aronofsky will go with it. The answer is all the way and then some — from Genesis to Revelation and back again. The house is referred to early in the film as “paradise”; Ms. Lawrence refers to a relatively minor mess as an “apocalypse.” These are more teasers than jokes, and the punch lines arrive with mesmerizing literalness. Holy Eucharist, Batman!VideoDarren Aronofsky narrates a sequence from his film starring Jennifer Lawrence.Published OnSept. 14, 2017CreditCreditNiko Tavernise/Paramount PicturesNot that Mr. Aronofsky follows any known doctrinal path, any more than he did in “Noah,” which upset some believers by taking liberties with its scriptural source. “Mother!” casts a wider net, gathering influences from cinema — Roman Polanski, Stanley Kubrick, Gaspar Noé — from literature and, most strikingly, from painting. Mr. Aronofsky and his usual cinematographer, Matthew Libatique, conduct a master class in light, shadow and Renaissance art. Ms. Lawrence glows like an Italian Madonna, while the deep lines in Mr. Bardem’s face and the sorrowful cast of his eyes suggest El Greco. The infernal chaos of the climactic sequences are pure Hieronymus Bosch, updated for the age of Kristen Wiig and automatic weaponry.It falls to the actors to endow this highly symbolic, pictorially overloaded environment with a sense of human reality — with flesh and blood and feeling. Mr. Bardem, alpha male and omega man, is the kind of actor who can endow an abstraction with gravity and tenderness. (He did pretty much that in “No Country for Old Men.”) The enigmatic nature of his character in “Mother!” allows him to relax, to be playful and charismatic, and to disappear. Mr. Harris and especially Ms. Pfeiffer bring a jolt of shtick and a whisper of camp, qualities that you may miss terribly when they depart.Ms. Lawrence, for her part, bears an impossible burden. In dramatic terms, she is a passive, reactive protagonist, a cipher and, in the strict sense of the word, an icon. Called upon to embody all of womankind — and a lot else besides — she is denied the chance to be human, and her blankness empties the film of emotional power.What it has, instead, is extravagant sensation and churning intellectual energy. Mr. Aronofsky is a virtuoso of mood and timing, a devoted student of form and technique straining to be a credible visionary. But as wild and provocative as his images can be, there is something missing — an element of strangeness, of difficulty, of the kind of inspiration that overrides mere cleverness.On the other hand, “Mother!” made me laugh harder and more frequently than just about any other movie I’ve seen this year. I don’t say this derisively. Mr. Aronofsky’s visual wit and dexterous, disciplined camera movements create frissons of comic terror. His gift for escalation — evident in the marvelous crescendo of frenzied action that occupies most of the movie’s second half — may be unmatched in his generation of filmmakers.It’s not clear that his gifts match his ambitions. He wants to be Kubrick, but maybe what we need is a new Blake Edwards. At a time when film comedy is mostly a verbal and psychical affair — the domain of writers and clowns — there is a dearth of funny directors with Mr. Aronofsky’s sophisticated chops. If he didn’t take himself so seriously, he could be a great comic filmmaker. But maybe “Mother!” proves that he already is."
